dir,entry,sl,tp,size,bars,open_idx,open_time,buy_p,sell_p,result,pnl,close_idx,close_time,equity
buy,4183.14,4177.929642857143,4190.087142857143,2.374050078806964,1,33398,2025-11-28 07:10:00,0.532,0.427,sl,-12.37,33400,2025-11-28 07:20:00,1224.6
buy,4183.71,4178.3721428571425,4190.8271428571425,2.2941701079696477,26,33400,2025-11-28 07:20:00,0.501,0.373,sl,-12.25,33427,2025-11-28 09:35:00,1212.35
sell,4175.93,4182.639285714286,4166.984285714286,1.8069722010740665,28,33473,2025-11-28 13:30:00,0.588,0.403,sl,-12.12,33502,2025-11-28 15:55:00,1200.23
buy,4253.74,4246.882857142857,4262.882857142857,1.7503292693585637,3,33744,2025-12-01 15:20:00,0.37,0.541,tp,16.0,33748,2025-12-01 15:40:00,1216.23
sell,4238.53,4244.648928571428,4230.371428571429,1.987649930814453,11,33810,2025-12-01 20:50:00,0.153,0.845,tp,16.22,33822,2025-12-01 21:50:00,1232.45
sell,4204.27,4209.755714285715,4196.955714285715,2.24664485773668,5,34009,2025-12-02 14:25:00,0.653,0.325,sl,-12.32,34015,2025-12-02 14:55:00,1220.12
sell,4203.4,4207.395357142857,4198.072857142856,3.053846461489506,1,34277,2025-12-03 13:45:00,0.631,0.285,sl,-12.2,34279,2025-12-03 13:55:00,1207.92
sell,4192.36,4197.313214285714,4185.755714285714,2.438657910522877,5,34513,2025-12-04 10:25:00,0.715,0.277,tp,16.11,34519,2025-12-04 10:55:00,1224.03
buy,4196.36,4191.478571428571,4202.868571428571,2.507514133878655,1,34560,2025-12-04 14:20:00,0.362,0.624,sl,-12.24,34562,2025-12-04 14:30:00,1211.78
buy,4224.26,4219.681785714286,4230.364285714286,2.646850468058128,5,34791,2025-12-05 10:35:00,0.298,0.683,sl,-12.12,34797,2025-12-05 11:05:00,1199.67
buy,4214.13,4210.0725,4219.54,2.9566654685799962,25,35031,2025-12-08 07:35:00,0.316,0.647,sl,-12.0,35057,2025-12-08 09:45:00,1187.67
buy,4211.87,4207.011071428571,4218.348571428571,2.444305007324474,3,35062,2025-12-08 10:10:00,0.405,0.567,sl,-11.88,35066,2025-12-08 10:30:00,1175.79
sell,4208.37,4212.995357142857,4202.202857142857,2.5420602214814214,7,35107,2025-12-08 13:55:00,0.628,0.32,sl,-11.76,35115,2025-12-08 14:35:00,1164.04
sell,4185.93,4190.1728571428575,4180.272857142857,2.743518494033646,1,35342,2025-12-09 10:30:00,0.592,0.302,sl,-11.64,35344,2025-12-09 10:40:00,1152.4
buy,4206.94,4201.546428571428,4214.131428571428,2.13660903933437,19,35459,2025-12-09 20:15:00,0.375,0.592,tp,15.37,35479,2025-12-09 21:55:00,1167.76
sell,4196.19,4198.981071428571,4192.4685714285715,4.183915202582983,1,35658,2025-12-10 13:50:00,0.384,0.57,sl,-11.68,35660,2025-12-10 14:00:00,1156.08
sell,4197.26,4200.3435714285715,4193.148571428572,3.7491689060816626,6,35666,2025-12-10 14:30:00,0.228,0.757,sl,-11.56,35673,2025-12-10 15:05:00,1144.52
sell,4217.48,4221.18607142857,4212.538571428571,3.0882356260732555,15,35884,2025-12-11 09:40:00,0.686,0.299,tp,15.26,35900,2025-12-11 11:00:00,1159.78
sell,4209.2,4213.622857142857,4203.302857142857,2.622247203890283,1,35951,2025-12-11 15:15:00,0.265,0.723,sl,-11.6,35953,2025-12-11 15:25:00,1148.18
buy,4336.27,4330.123214285715,4344.465714285715,1.867943192101155,0,36229,2025-12-12 15:25:00,0.274,0.684,tp,15.31,36230,2025-12-12 15:30:00,1163.49
sell,4319.0,4322.932142857143,4313.757142857143,2.958930597908547,6,37029,2025-12-17 14:30:00,0.447,0.55,sl,-11.63,37036,2025-12-17 15:05:00,1151.86
buy,4333.66,4321.860357142857,4349.392857142857,0.9761811079071101,72,37079,2025-12-17 18:40:00,0.734,0.239,timeout,3.92,37151,2025-12-18 02:25:00,1155.78
sell,4331.24,4334.728571428571,4326.588571428571,3.3130555456238304,1,37241,2025-12-18 09:55:00,0.583,0.399,tp,15.41,37243,2025-12-18 10:05:00,1171.19
sell,4325.8,4328.872857142857,4321.702857142857,3.8114154955731925,9,37284,2025-12-18 13:30:00,0.696,0.297,tp,15.62,37294,2025-12-18 14:20:00,1186.81
sell,4318.53,4321.4292857142855,4314.664285714286,4.093454608224208,3,37478,2025-12-19 07:10:00,0.407,0.557,sl,-11.87,37482,2025-12-19 07:30:00,1174.94
buy,4330.27,4322.061785714286,4341.214285714286,1.4314213925278838,2,37594,2025-12-19 16:50:00,0.319,0.61,tp,15.67,37597,2025-12-19 17:05:00,1190.61
buy,4484.52,4479.703928571429,4490.941428571429,2.472154440934016,0,38016,2025-12-23 07:35:00,0.327,0.507,sl,-11.91,38017,2025-12-23 07:40:00,1178.7
buy,4482.03,4477.024285714286,4488.704285714285,2.3547112307103775,24,38065,2025-12-23 11:40:00,0.382,0.601,tp,15.72,38090,2025-12-23 13:45:00,1194.42
buy,4510.53,4504.584642857143,4518.457142857142,2.0089914726036358,0,38577,2025-12-26 13:20:00,0.305,0.476,sl,-11.94,38578,2025-12-26 13:25:00,1182.47
buy,4371.71,4360.142857142858,4387.132857142857,1.0222688722362445,0,39148,2025-12-30 16:40:00,0.338,0.529,sl,-11.82,39149,2025-12-30 16:45:00,1170.65
sell,4372.96,4381.253928571428,4361.901428571428,1.4114520859340725,26,39179,2025-12-30 19:15:00,0.547,0.402,tp,15.61,39206,2025-12-30 21:30:00,1186.26
sell,4325.62,4335.396785714285,4312.584285714286,1.213340413352907,6,39367,2025-12-31 11:55:00,0.605,0.25,tp,15.82,39374,2025-12-31 12:30:00,1202.07
buy,4324.38,4314.034285714286,4338.174285714285,1.1619049663908,39,39442,2025-12-31 18:10:00,0.311,0.652,sl,-12.02,39482,2025-12-31 21:30:00,1190.05
buy,4442.7,4433.645357142857,4454.772857142857,1.31430136219563,57,40006,2026-01-05 19:10:00,0.308,0.664,tp,15.87,40064,2026-01-06 01:00:00,1205.92
buy,4458.31,4451.542857142857,4467.332857142857,1.782022845061234,7,40152,2026-01-06 08:20:00,0.843,0.074,tp,16.08,40160,2026-01-06 09:00:00,1222.0
buy,4461.48,4454.766428571428,4470.431428571428,1.8201925268537706,1,40240,2026-01-06 15:40:00,0.438,0.545,sl,-12.22,40242,2026-01-06 15:50:00,1209.78
buy,4468.23,4460.477142857142,4478.567142857142,1.5604302251979785,6,40243,2026-01-06 15:55:00,0.446,0.537,tp,16.13,40250,2026-01-06 16:30:00,1225.91
sell,4433.82,4441.103571428572,4424.108571428571,1.6831161249866422,11,40718,2026-01-08 09:30:00,0.624,0.339,tp,16.35,40730,2026-01-08 10:30:00,1242.26
sell,4428.78,4437.3975,4417.289999999999,1.441549305387112,13,40791,2026-01-08 15:35:00,0.369,0.571,sl,-12.42,40805,2026-01-08 16:45:00,1229.83
buy,4449.64,4444.3546428571435,4456.687142857143,2.3268674746801876,16,40851,2026-01-08 20:35:00,0.369,0.63,tp,16.4,40868,2026-01-08 22:00:00,1246.23
buy,4470.91,4465.8025,4477.719999999999,2.4400006466606055,35,41012,2026-01-09 11:00:00,0.317,0.625,tp,16.62,41048,2026-01-09 14:00:00,1262.85
buy,4492.34,4484.1221428571425,4503.297142857143,1.5367104985309437,2,41124,2026-01-09 20:20:00,0.404,0.589,tp,16.84,41127,2026-01-09 20:35:00,1279.68
buy,4590.41,4585.023928571428,4597.591428571429,2.3759148167989217,2,41319,2026-01-12 13:35:00,0.258,0.725,sl,-12.8,41322,2026-01-12 13:50:00,1266.89
buy,4585.79,4580.8475,4592.38,2.563253099113089,2,41322,2026-01-12 13:50:00,0.286,0.701,sl,-12.67,41325,2026-01-12 14:05:00,1254.22
buy,4610.29,4603.0310714285715,4619.9685714285715,1.727829325571522,17,41403,2026-01-12 20:35:00,0.605,0.305,sl,-12.54,41421,2026-01-12 22:05:00,1241.68
sell,4588.27,4592.420714285715,4582.7357142857145,2.9914773474287313,4,41599,2026-01-13 13:55:00,0.621,0.354,tp,16.56,41604,2026-01-13 14:20:00,1258.23
buy,4609.04,4597.452499999999,4624.490000000001,1.0858532612597955,13,41656,2026-01-13 18:40:00,0.328,0.572,sl,-12.58,41670,2026-01-13 19:50:00,1245.65
buy,4633.25,4624.465357142857,4644.962857142857,1.4179860946847096,21,41807,2026-01-14 08:15:00,0.26,0.721,sl,-12.46,41829,2026-01-14 10:05:00,1233.19
buy,4625.31,4619.607857142858,4632.912857142857,2.162684575426078,3,41833,2026-01-14 10:25:00,0.695,0.269,tp,16.44,41837,2026-01-14 10:45:00,1249.64
buy,4635.92,4630.003571428571,4643.808571428572,2.1121462165680502,10,41878,2026-01-14 14:10:00,0.268,0.692,sl,-12.5,41889,2026-01-14 15:05:00,1237.14
buy,4609.53,4601.804999999999,4619.83,1.6014755469916206,10,42211,2026-01-15 19:05:00,0.335,0.507,tp,16.5,42222,2026-01-15 20:00:00,1253.64
sell,4599.27,4601.908928571429,4595.751428571429,4.750545625819874,0,42343,2026-01-16 07:05:00,0.452,0.535,tp,16.72,42344,2026-01-16 07:10:00,1270.35
sell,4600.14,4603.085357142858,4596.2128571428575,4.313059947160588,1,42346,2026-01-16 07:20:00,0.42,0.573,sl,-12.7,42348,2026-01-16 07:30:00,1257.65
sell,4603.08,4606.580357142857,4598.412857142857,3.592909634771766,0,42349,2026-01-16 07:35:00,0.598,0.382,sl,-12.58,42350,2026-01-16 07:40:00,1245.07
buy,4600.1,4595.262500000001,4606.55,2.573788575643769,7,42396,2026-01-16 11:30:00,0.563,0.428,tp,16.6,42404,2026-01-16 12:10:00,1261.67
sell,4608.5,4618.5425,4595.11,1.2563317498437008,4,42458,2026-01-16 16:40:00,0.477,0.369,sl,-12.62,42463,2026-01-16 17:05:00,1249.05
sell,4582.44,4589.837142857143,4572.5771428571425,1.6885633714326906,7,42509,2026-01-16 20:55:00,0.565,0.409,sl,-12.49,42517,2026-01-16 21:35:00,1236.56
buy,4669.62,4664.297142857143,4676.717142857143,2.3231205920305684,9,42654,2026-01-19 10:00:00,0.801,0.189,sl,-12.37,42664,2026-01-19 10:50:00,1224.2
buy,4721.87,4717.068928571428,4728.271428571429,2.5498438898001763,1,42964,2026-01-20 15:20:00,0.259,0.728,sl,-12.24,42966,2026-01-20 15:30:00,1211.96
buy,4866.52,4860.615357142858,4874.392857142858,2.052547988657961,2,43224,2026-01-21 14:00:00,0.332,0.636,sl,-12.12,43227,2026-01-21 14:15:00,1199.84
buy,4967.09,4955.438214285715,4982.625714285714,1.0297449237553407,9,43859,2026-01-23 20:55:00,0.319,0.536,tp,16.0,43869,2026-01-23 21:45:00,1215.83
buy,5060.25,5052.021428571428,5071.221428571428,1.477576700492584,6,43970,2026-01-26 07:10:00,0.262,0.726,tp,16.21,43977,2026-01-26 07:45:00,1232.05
buy,5064.04,5056.653571428572,5073.888571428571,1.6679856271997002,5,44246,2026-01-27 07:10:00,0.859,0.139,tp,16.43,44252,2026-01-27 07:40:00,1248.47
buy,5079.75,5071.266428571429,5091.061428571428,1.4716360384903717,7,44291,2026-01-27 10:55:00,0.255,0.735,tp,16.65,44299,2026-01-27 11:35:00,1265.12
sell,5011.7,5022.778571428571,4996.928571428571,1.1419516126502154,12,46812,2026-02-09 14:00:00,0.421,0.512,sl,-12.65,46825,2026-02-09 15:05:00,1252.47
buy,5050.36,5039.886785714285,5064.324285714285,1.1958774299800012,7,46888,2026-02-09 20:20:00,0.386,0.604,tp,16.7,46896,2026-02-09 21:00:00,1269.17
sell,5026.53,5036.500714285714,5013.2357142857145,1.2728953975674275,4,47158,2026-02-10 19:50:00,0.671,0.257,tp,16.92,47163,2026-02-10 20:15:00,1286.09
buy,5053.52,5047.9325,5060.97,2.3017268323473306,1,47285,2026-02-11 07:25:00,0.304,0.691,tp,17.15,47287,2026-02-11 07:35:00,1303.24
buy,4967.85,4958.851071428572,4979.848571428572,1.4482143314405107,2,47838,2026-02-13 07:30:00,0.348,0.639,sl,-13.03,47841,2026-02-13 07:45:00,1290.21
buy,4973.69,4962.805357142857,4988.202857142856,1.1853446843263367,11,47889,2026-02-13 11:45:00,0.301,0.688,sl,-12.9,47901,2026-02-13 12:45:00,1277.3
sell,4970.07,4980.973928571429,4955.531428571428,1.171415690438209,8,47925,2026-02-13 14:45:00,0.36,0.617,sl,-12.77,47934,2026-02-13 15:30:00,1264.53
sell,4990.03,4997.106785714285,4980.594285714285,1.7868709321384455,4,48122,2026-02-16 08:10:00,0.432,0.56,sl,-12.65,48127,2026-02-16 08:35:00,1251.88
sell,4997.18,5002.767500000001,4989.7300000000005,2.2405100060796173,0,48127,2026-02-16 08:35:00,0.409,0.554,sl,-12.52,48128,2026-02-16 08:40:00,1239.37
sell,4997.29,5003.131428571429,4989.501428571429,2.121683251080095,6,48133,2026-02-16 09:05:00,0.599,0.38,sl,-12.39,48140,2026-02-16 09:40:00,1226.97
buy,5002.97,4996.376428571429,5011.761428571429,1.8608617019889873,10,48184,2026-02-16 13:20:00,0.313,0.662,sl,-12.27,48195,2026-02-16 14:15:00,1214.7
sell,4992.49,4998.9325,4983.9,1.8854524338765664,30,48252,2026-02-16 19:00:00,0.656,0.336,sl,-12.15,48283,2026-02-17 01:05:00,1202.56
sell,4907.85,4919.052857142858,4892.912857142857,1.0734366134325597,1,48383,2026-02-17 09:25:00,0.35,0.534,sl,-12.03,48385,2026-02-17 09:35:00,1190.53
sell,4919.58,4929.804642857142,4905.947142857143,1.164373331001872,6,48385,2026-02-17 09:35:00,0.187,0.755,sl,-11.91,48392,2026-02-17 10:10:00,1178.62
buy,4995.98,4988.422142857143,5006.057142857142,1.5594695989188265,1,48965,2026-02-19 11:55:00,0.819,0.159,sl,-11.79,48967,2026-02-19 12:05:00,1166.84
sell,4979.29,4989.471785714286,4965.714285714285,1.146005847128797,4,49015,2026-02-19 16:05:00,0.63,0.296,tp,15.56,49020,2026-02-19 16:30:00,1182.4
buy,4991.53,4981.529285714285,5004.864285714286,1.182311993372065,2,49059,2026-02-19 19:45:00,0.612,0.348,sl,-11.82,49062,2026-02-19 20:00:00,1170.57
buy,5007.25,4998.982857142857,5018.272857142857,1.4159335335243572,3,49219,2026-02-20 10:05:00,0.584,0.398,tp,15.61,49223,2026-02-20 10:25:00,1186.18
buy,5023.39,5015.607142857143,5033.767142857143,1.5240933902261813,2,49267,2026-02-20 14:05:00,0.367,0.547,sl,-11.86,49270,2026-02-20 14:20:00,1174.32
buy,5155.61,5149.484642857143,5163.777142857142,1.9171425997441631,13,49464,2026-02-23 07:30:00,0.319,0.675,sl,-11.74,49478,2026-02-23 08:40:00,1162.58
sell,5146.6,5153.670357142858,5137.1728571428575,1.6442947719819692,7,49514,2026-02-23 11:40:00,0.565,0.426,sl,-11.63,49522,2026-02-23 12:20:00,1150.95
buy,5149.84,5141.549285714286,5160.894285714286,1.3882391042009707,1,49564,2026-02-23 15:50:00,0.369,0.486,sl,-11.51,49566,2026-02-23 16:00:00,1139.44
buy,5150.6,5142.308214285715,5161.655714285715,1.3741791247478479,2,49567,2026-02-23 16:05:00,0.287,0.6,tp,15.19,49570,2026-02-23 16:20:00,1154.63
sell,5177.6,5185.9400000000005,5166.4800000000005,1.3844513373212968,1,49750,2026-02-24 08:20:00,0.37,0.61,tp,15.4,49752,2026-02-24 08:30:00,1170.03
sell,5147.19,5157.970714285714,5132.8157142857135,1.0852968395121905,7,49868,2026-02-24 18:10:00,0.569,0.323,tp,15.6,49876,2026-02-24 18:50:00,1185.63
buy,5185.1,5177.4628571428575,5195.282857142857,1.5524495262571405,6,50045,2026-02-25 09:55:00,0.373,0.606,tp,15.81,50052,2026-02-25 10:30:00,1201.44
sell,5183.67,5190.233571428571,5174.918571428571,1.8304611534667548,8,50101,2026-02-25 14:35:00,0.598,0.384,sl,-12.01,50110,2026-02-25 15:20:00,1189.42
sell,5175.54,5184.4349999999995,5163.68,1.3371803150898107,11,50382,2026-02-26 15:00:00,0.5,0.389,tp,15.86,50394,2026-02-26 16:00:00,1205.28
buy,5350.24,5340.048571428571,5363.828571428571,1.1826417075504927,4,50789,2026-03-02 07:20:00,0.304,0.685,tp,16.07,50794,2026-03-02 07:45:00,1221.35
buy,5378.72,5366.846428571429,5394.551428571429,1.0286300692880148,3,50867,2026-03-02 13:50:00,0.377,0.545,tp,16.28,50871,2026-03-02 14:10:00,1237.64
buy,5175.84,5168.651785714286,5185.424285714285,1.7217571630478794,3,51615,2026-03-05 07:10:00,0.297,0.694,sl,-12.38,51619,2026-03-05 07:30:00,1225.26
buy,5128.17,5122.083214285714,5136.285714285715,2.0129829464563858,1,51893,2026-03-06 07:20:00,0.448,0.548,sl,-12.25,51895,2026-03-06 07:30:00,1213.01
buy,5119.14,5109.586071428572,5131.878571428571,1.2696420946092437,9,51904,2026-03-06 08:15:00,0.832,0.146,sl,-12.13,51914,2026-03-06 09:05:00,1200.88
sell,5084.56,5094.748214285715,5070.975714285714,1.1786922465089564,1,51970,2026-03-06 13:45:00,0.68,0.285,tp,16.01,51972,2026-03-06 13:55:00,1216.89
buy,5091.09,5083.580357142857,5101.102857142857,1.6204347314901357,6,52317,2026-03-09 19:40:00,0.651,0.345,tp,16.23,52324,2026-03-09 20:15:00,1233.11
buy,5176.41,5167.523571428572,5188.2585714285715,1.3876370942997966,9,52462,2026-03-10 09:40:00,0.33,0.635,tp,16.44,52472,2026-03-10 10:30:00,1249.56
sell,5203.55,5211.458214285714,5193.005714285715,1.5800726488177264,3,52711,2026-03-11 08:20:00,0.491,0.328,tp,16.66,52715,2026-03-11 08:40:00,1266.22
sell,5177.19,5187.092142857142,5163.987142857143,1.2787293266828745,4,52786,2026-03-11 14:35:00,0.558,0.42,tp,16.88,52791,2026-03-11 15:00:00,1283.1
sell,5167.81,5175.595,5157.43,1.6481681791492837,1,52845,2026-03-11 19:30:00,0.274,0.722,tp,17.11,52847,2026-03-11 19:40:00,1300.21
buy,5179.9,5173.958928571428,5187.821428571428,2.188505775093699,5,53050,2026-03-12 13:35:00,0.252,0.741,sl,-13.0,53056,2026-03-12 14:05:00,1287.2
buy,5171.61,5161.283571428571,5185.3785714285705,1.2465150319221348,0,53072,2026-03-12 15:25:00,0.329,0.528,sl,-12.87,53073,2026-03-12 15:30:00,1274.33
sell,5089.28,5100.203214285714,5074.715714285714,1.166628029317178,31,53298,2026-03-13 11:15:00,0.418,0.545,sl,-12.74,53330,2026-03-13 13:55:00,1261.59
sell,5002.85,5008.815714285714,4994.895714285714,2.1147333030352766,8,53950,2026-03-17 19:35:00,0.316,0.678,sl,-12.62,53959,2026-03-17 20:20:00,1248.97
buy,4853.17,4848.678571428572,4859.158571428572,2.780793578479751,1,54351,2026-03-19 07:00:00,0.438,0.556,sl,-12.49,54353,2026-03-19 07:10:00,1236.48
buy,4850.87,4845.872857142856,4857.532857142857,2.474381606812981,3,54353,2026-03-19 07:10:00,0.28,0.71,sl,-12.36,54357,2026-03-19 07:30:00,1224.12
buy,4721.0,4713.421785714286,4731.104285714286,1.6153132554835852,2,54630,2026-03-20 07:15:00,0.449,0.547,sl,-12.24,54633,2026-03-20 07:30:00,1211.88
buy,4709.78,4699.891785714285,4722.964285714285,1.2255780203136388,0,54635,2026-03-20 07:40:00,0.334,0.66,sl,-12.12,54636,2026-03-20 07:45:00,1199.76
sell,4518.1,4524.105357142857,4510.092857142858,1.997814621584366,1,55731,2026-03-26 07:00:00,0.585,0.411,tp,16.0,55733,2026-03-26 07:10:00,1215.76
sell,4429.36,4440.346428571428,4414.711428571428,1.1065978447467784,4,56096,2026-03-27 14:25:00,0.375,0.536,sl,-12.16,56101,2026-03-27 14:50:00,1203.6
buy,4560.28,4550.018928571429,4573.961428571428,1.1729752278410082,12,56536,2026-03-31 07:05:00,0.295,0.698,sl,-12.04,56549,2026-03-31 08:10:00,1191.56
buy,4577.84,4567.123571428571,4592.128571428572,1.1119024114639384,3,56554,2026-03-31 08:35:00,0.25,0.703,sl,-11.92,56558,2026-03-31 08:55:00,1179.65
sell,4651.29,4661.596071428571,4637.548571428571,1.1446133111828978,0,57640,2026-04-07 11:05:00,0.384,0.596,sl,-11.8,57641,2026-04-07 11:10:00,1167.85
buy,4801.32,4792.306071428571,4813.338571428571,1.2956062148894982,10,57861,2026-04-08 07:30:00,0.305,0.665,tp,15.57,57872,2026-04-08 08:25:00,1183.42
buy,4809.24,4798.125,4824.0599999999995,1.06470672389407,11,57899,2026-04-08 10:40:00,0.307,0.689,sl,-11.83,57911,2026-04-08 11:40:00,1171.59
sell,4798.21,4809.076428571429,4783.721428571429,1.0781714531788753,4,57950,2026-04-08 14:55:00,0.686,0.296,tp,15.62,57955,2026-04-08 15:20:00,1187.21
sell,4769.26,4780.7071428571435,4753.997142857143,1.0371220900269782,0,57955,2026-04-08 15:20:00,0.675,0.258,sl,-11.87,57956,2026-04-08 15:25:00,1175.34
sell,4760.04,4768.631785714286,4748.584285714286,1.3679768407220336,3,58011,2026-04-08 20:00:00,0.728,0.271,tp,15.67,58015,2026-04-08 20:20:00,1191.01
sell,4720.24,4726.241071428572,4712.238571428571,1.984658162749418,1,58134,2026-04-09 08:15:00,0.382,0.61,sl,-11.91,58136,2026-04-09 08:25:00,1179.1
sell,4713.35,4724.523928571429,4698.4514285714295,1.0552219451399651,2,58159,2026-04-09 10:20:00,0.593,0.372,sl,-11.79,58162,2026-04-09 10:35:00,1167.31
sell,4802.75,4809.448571428571,4793.818571428572,1.7426200526561813,2,59265,2026-04-15 14:30:00,0.424,0.552,sl,-11.67,59268,2026-04-15 14:45:00,1155.63
buy,4809.28,4800.470714285714,4821.0257142857145,1.3118355586857207,1,59310,2026-04-15 18:15:00,0.635,0.342,sl,-11.56,59312,2026-04-15 18:25:00,1144.08
buy,4824.4,4818.305714285714,4832.525714285714,1.8772948037762278,2,59464,2026-04-16 09:05:00,0.713,0.183,sl,-11.44,59467,2026-04-16 09:20:00,1132.64
sell,4797.17,4804.711785714286,4787.114285714286,1.5018145070947566,1,60005,2026-04-20 10:10:00,0.548,0.405,sl,-11.33,60007,2026-04-20 10:20:00,1121.31
sell,4785.78,4793.0025,4776.15,1.5525233040032216,2,60278,2026-04-21 10:55:00,0.588,0.289,tp,14.95,60281,2026-04-21 11:10:00,1136.26
sell,4736.61,4742.859642857143,4728.277142857142,1.8181211018085033,14,60657,2026-04-22 20:30:00,0.566,0.417,sl,-11.36,60672,2026-04-22 21:45:00,1124.9
sell,4714.19,4721.168214285714,4704.885714285714,1.6120143379364462,5,60793,2026-04-23 09:50:00,0.645,0.336,tp,15.0,60799,2026-04-23 10:20:00,1139.9
buy,4721.71,4711.2357142857145,4735.675714285714,1.0882811689942098,3,60880,2026-04-23 17:05:00,0.257,0.723,tp,15.2,60884,2026-04-23 17:25:00,1155.1
buy,4731.59,4721.361071428572,4745.228571428571,1.1292437970946416,15,60884,2026-04-23 17:25:00,0.406,0.272,sl,-11.55,60900,2026-04-23 18:45:00,1143.54
buy,4719.59,4711.0142857142855,4731.024285714286,1.3334684689596028,5,60905,2026-04-23 19:10:00,0.703,0.288,tp,15.25,60911,2026-04-23 19:40:00,1158.79
sell,4682.96,4689.187142857143,4674.657142857142,1.860872226524468,2,61048,2026-04-24 09:05:00,0.416,0.534,tp,15.45,61051,2026-04-24 09:20:00,1174.24
sell,4706.74,4712.759285714285,4698.714285714285,1.950800030669537,2,61388,2026-04-27 15:25:00,0.612,0.367,tp,15.66,61391,2026-04-27 15:40:00,1189.9
sell,4698.62,4704.95,4690.179999999999,1.8797769972803142,10,61391,2026-04-27 15:40:00,0.415,0.56,tp,15.87,61402,2026-04-27 16:35:00,1205.76
sell,4593.09,4599.8625,4584.06,1.7803826609604512,9,61705,2026-04-28 19:50:00,0.369,0.626,sl,-12.06,61715,2026-04-28 20:40:00,1193.71
buy,4592.89,4586.6671428571435,4601.187142857143,1.9182611590792626,1,61840,2026-04-29 09:05:00,0.256,0.59,sl,-11.94,61842,2026-04-29 09:15:00,1181.77
sell,4547.33,4557.495714285714,4533.7757142857145,1.1625050805030448,0,61958,2026-04-29 18:55:00,0.566,0.375,sl,-11.82,61959,2026-04-29 19:00:00,1169.95
buy,4635.44,4625.471428571428,4648.731428571428,1.173640339829559,8,62185,2026-04-30 15:50:00,0.269,0.661,sl,-11.7,62194,2026-04-30 16:35:00,1158.25
buy,4620.7,4609.380357142856,4635.792857142857,1.0232233056844113,24,62201,2026-04-30 17:10:00,0.576,0.387,sl,-11.58,62226,2026-04-30 19:15:00,1146.67
sell,4570.14,4575.904285714286,4562.454285714286,1.989265926080185,8,62423,2026-05-01 13:40:00,0.384,0.597,sl,-11.47,62432,2026-05-01 14:25:00,1135.2
sell,4574.05,4579.792857142857,4566.392857142858,1.976721674531289,3,62436,2026-05-01 14:45:00,0.407,0.579,sl,-11.35,62440,2026-05-01 15:05:00,1123.85
sell,4584.46,4590.486785714285,4576.424285714285,1.8647601588859908,1,62441,2026-05-01 15:10:00,0.498,0.416,sl,-11.24,62443,2026-05-01 15:20:00,1112.61
sell,4610.94,4617.869999999999,4601.7,1.6055014123062177,12,62609,2026-05-04 07:10:00,0.272,0.722,tp,14.83,62622,2026-05-04 08:15:00,1127.45
buy,4534.01,4530.083214285714,4539.245714285715,2.8711709622353494,2,62872,2026-05-05 07:05:00,0.301,0.694,sl,-11.27,62875,2026-05-05 07:20:00,1116.17
buy,4532.11,4528.280714285714,4537.215714285714,2.91483300526755,5,62878,2026-05-05 07:35:00,0.315,0.665,tp,14.88,62884,2026-05-05 08:05:00,1131.06
buy,4693.29,4684.245,4705.35,1.2504755590663326,2,63276,2026-05-06 18:45:00,0.259,0.734,sl,-11.31,63279,2026-05-06 19:00:00,1119.74
buy,4696.98,4691.993571428571,4703.6285714285705,2.245584340984536,15,63401,2026-05-07 07:10:00,0.66,0.324,tp,14.93,63417,2026-05-07 08:30:00,1134.67
buy,4715.05,4709.299642857143,4722.717142857144,1.973224430143701,4,63676,2026-05-08 08:05:00,0.319,0.676,tp,15.13,63681,2026-05-08 08:30:00,1149.8
sell,4669.12,4675.153214285714,4661.075714285715,1.905789283751058,4,64013,2026-05-11 14:10:00,0.274,0.674,sl,-11.5,64018,2026-05-11 14:35:00,1138.31
sell,4702.77,4709.0592857142865,4694.384285714285,1.8099121741453839,15,64244,2026-05-12 11:25:00,0.31,0.668,tp,15.18,64260,2026-05-12 12:45:00,1153.48
sell,4699.92,4707.496071428572,4689.818571428572,1.5225343310795543,1,64268,2026-05-12 13:25:00,0.384,0.605,tp,15.38,64270,2026-05-12 13:35:00,1168.86
sell,4678.67,4684.375357142857,4671.062857142857,2.0487107590231806,8,64354,2026-05-12 20:35:00,0.418,0.573,sl,-11.69,64363,2026-05-12 21:20:00,1157.17
sell,4697.75,4703.528214285714,4690.045714285714,2.002649906152492,5,64472,2026-05-13 08:25:00,0.341,0.645,sl,-11.57,64478,2026-05-13 08:55:00,1145.6
sell,4546.55,4556.847500000001,4532.82,1.1125052579794565,12,65545,2026-05-19 09:50:00,0.314,0.593,sl,-11.46,65558,2026-05-19 10:55:00,1134.15
sell,4505.69,4514.189642857142,4494.357142857143,1.3343457902555969,21,65663,2026-05-19 19:40:00,0.712,0.277,tp,15.12,65685,2026-05-19 21:30:00,1149.27
sell,4471.2,4479.764999999999,4459.78,1.3418192839819711,14,65797,2026-05-20 08:50:00,0.422,0.561,sl,-11.49,65812,2026-05-20 10:05:00,1137.78
buy,4485.56,4477.7075,4496.030000000001,1.4489341414367463,5,65890,2026-05-20 16:35:00,0.255,0.714,sl,-11.38,65896,2026-05-20 17:05:00,1126.4
sell,4527.84,4536.238928571429,4516.641428571428,1.3411207984900775,6,66094,2026-05-21 11:35:00,0.592,0.345,sl,-11.26,66101,2026-05-21 12:10:00,1115.13
